category_id;mcc_code
17;3170
17;3171
17;3172
17;3173
17;3174
17;3175
17;3176
17;3177
17;3178
17;3179
17;3180
17;3181
17;3182
17;3183
17;3184
17;3185
17;3186
17;3187
17;3188
17;3189
17;3190
17;3191
17;3192
17;3193
17;3194
17;3195
17;3196
17;3197
17;3198
17;3199
17;3200
17;3201
17;3202
17;3203
17;3204
17;3205
17;3206
17;3207
17;3208
17;3209
17;3210
17;3211
17;3212
17;3213
17;3214
17;3215
17;3216
17;3217
17;3218
17;3219
17;3220
17;3221
17;3222
17;3223
17;3224
17;3225
17;3226
17;3227
17;3228
17;3229
17;3230
17;3231
17;3232
17;3233
17;3234
17;3235
17;3236
17;3237
17;3238
17;3239
17;3240
17;3241
17;3242
17;3243
17;3244
17;3245
17;3246
17;3247
17;3248
17;3249
17;3250
17;3251
17;3252
17;3253
17;3254
17;3256
17;3257
17;3258
17;3259
17;3260
17;3261
17;3262
17;3263
17;3264
17;3265
17;3266
17;3267
17;3268
17;3270
17;3274
17;3275
17;3276
17;3277
17;3278
17;3279
17;3280
17;3281
17;3282
17;3283
17;3284
17;3285
17;3286
17;3287
17;3288
17;3289
17;3290
17;3291
17;3292
17;3293
17;3294
17;3295
17;3296
17;3297
17;3298
17;3299
17;3300
17;3301
17;3302
17;3501
17;3502
17;3503
17;3504
17;3505
17;3506
17;3507
17;3508
17;3509
17;3510
17;3511
17;3512
17;3513
17;3514
17;3515
17;3516
17;3517
17;3518
17;3519
17;3520
17;3521
17;3522
17;3523
17;3524
17;3525
17;3526
17;3527
17;3528
17;3529
17;3530
17;3531
17;3532
17;3533
17;3534
17;3535
17;3536
17;3537
17;3538
17;3539
17;3540
17;3541
17;3542
17;3543
17;3544
17;3545
17;3546
17;3547
17;3548
17;3549
17;3550
17;3551
17;3552
17;3553
17;3554
17;3555
17;3556
17;3557
17;3558
17;3559
17;3560
17;3561
17;3562
17;3563
17;3564
17;3565
17;3566
17;3567
17;3568
17;3569
17;3570
17;3571
17;3572
17;3573
17;3574
17;3575
17;3576
17;3577
17;3578
17;3579
17;3580
17;3581
17;3582
17;3583
17;3584
17;3585
17;3586
17;3587
17;3588
17;3589
17;3590
17;3591
17;3592
17;3593
17;3594
17;3595
17;3596
17;3597
17;3598
17;3599
17;3600
17;3601
17;3602
17;3603
17;3604
17;3605
17;3606
17;3607
17;3608
17;3609
17;3610
17;3611
17;3612
17;3613
17;3614
17;3615
17;3616
17;3617
17;3618
17;3619
17;3620
17;3621
17;3622
17;3623
17;3624
17;3625
17;3626
17;3627
17;3628
17;3629
17;3630
17;3631
17;3632
17;3633
17;3634
17;3635
17;3636
17;3637
17;3638
17;3639
17;3640
17;3641
17;3642
17;3643
17;3644
17;3645
17;3646
17;3647
17;3648
17;3649
17;3650
17;3651
17;3652
17;3653
17;3654
17;3655
17;3656
17;3657
17;3658
17;3659
17;3660
17;3661
17;3662
17;3663
17;3664
17;3665
17;3666
17;3667
17;3668
17;3669
17;3670
17;3671
17;3672
17;3673
17;3674
17;3675
17;3676
17;3677
17;3678
17;3679
17;3680
17;3681
17;3682
17;3683
17;3684
17;3685
17;3686
17;3687
17;3688
17;3689
17;3690
17;3691
17;3692
17;3693
17;3694
17;3695
17;3696
17;3697
17;3698
17;3699
17;3700
17;3701
17;3702
17;3703
17;3704
17;3705
17;3706
17;3707
17;3708
17;3709
17;3710
17;3711
17;3712
17;3713
17;3714
17;3715
17;3716
17;3717
17;3718
17;3719
17;3720
17;3721
17;3722
17;3723
17;3724
17;3725
17;3726
17;3727
17;3728
17;3729
17;3730
17;3731
17;3732
17;3733
17;3734
17;3735
17;3736
17;3737
17;3738
17;3739
17;3740
17;3741
17;3742
17;3743
17;3744
17;3745
17;3746
17;3747
17;3748
17;3749
17;3750
17;3751
17;3752
17;3753
17;3754
17;3755
17;3756
17;3757
17;3758
17;3759
17;3760
17;3761
17;3762
17;3763
17;3764
17;3765
17;3766
17;3767
17;3768
17;3769
17;3770
17;3771
17;3772
17;3773
17;3774
17;3775
17;3776
17;3777
17;3778
17;3779
17;3780
17;3781
17;3782
17;3783
17;3784
17;3785
17;3786
17;3787
17;3788
17;3789
17;3790
17;3791
17;3792
17;3793
17;3794
17;3795
17;3796
17;3797
17;3798
17;3799
17;3800
17;3801
17;3802
17;3803
17;3804
17;3805
17;3806
17;3807
17;3808
17;3809
17;3810
17;3811
17;3812
17;3813
17;3814
17;3815
17;3816
17;3817
17;3818
17;3819
17;3820
17;3821
17;3822
17;3823
17;3824
17;3825
17;3826
17;3827
17;3828
17;3829
17;3830
17;3831
17;3832
17;3833
17;3834
17;3835
17;3836
17;3837
17;3838
17;4411
17;4511
17;4722
17;4723
17;5962
17;7011
17;7033
18;5733
18;5945
18;5946
18;5947
18;5949
18;5970
18;5971
18;5972
18;5998
18;7032
18;7221
18;7395
18;7800
18;7801
18;7829
18;7832
18;7841
18;7911
18;7922
18;7929
18;7932
18;7933
18;7941
18;7991
18;7992
18;7993
18;7994
18;7995
18;7996
18;7997
18;7998
18;7999
18;9406
18;9754
18;3990
19;4813
19;4814
19;4815
19;4816
19;4821
19;4899
19;7372
19;7375
20;5655
20;5940
20;5941
21;5262
21;5300
21;5310
21;5311
21;5331
21;5399
21;5411
21;5422
21;5441
21;5451
21;5462
21;5499
21;7278
21;9751
21;3990
22;4121
22;3990
23;4812
23;5044
23;5045
23;5065
23;5722
23;5732
23;5978
23;5997
23;7379
23;7622
23;7623
23;7629
23;3990
24;4011
24;4111
24;4112
24;4131
24;4729
24;4789
24;3990
25;5814
25;3990
26;5811
26;5812
26;5813
26;3990
26;5814
27;5193
27;5992
28;5734
28;5735
28;5815
28;5816
28;5817
28;5818
29;5094
29;5944
35;5262
35;5300
35;5399
35;3990
35;3991
35;5964
39;7922
45;5921
46;5946
46;5947
46;5949
46;5998
46;7221
46;7395
46;7993
46;7994
50;4119
50;5047
50;5122
50;5912
50;5975
50;5976
50;8011
50;8021
50;8031
50;8041
50;8042
50;8043
50;8044
50;8049
50;8050
50;8062
50;8071
50;8099
68;8211
68;8220
68;8241
68;8244
68;8249
68;8299
68;8351
69;3000
69;3001
69;3002
69;3003
69;3004
69;3005
69;3006
69;3007
69;3008
69;3009
69;3010
69;3011
69;3012
69;3013
69;3014
69;3015
69;3016
69;3017
69;3018
69;3019
69;3020
69;3021
69;3022
69;3023
69;3024
69;3025
69;3026
69;3027
69;3028
69;3029
69;3030
69;3031
69;3032
69;3033
69;3034
69;3035
69;3036
69;3037
69;3038
69;3039
69;3040
69;3041
69;3042
69;3043
69;3044
69;3045
69;3046
69;3047
69;3048
69;3049
69;3050
69;3051
69;3052
69;3053
69;3054
69;3055
69;3056
69;3057
69;3058
69;3059
69;3060
69;3061
69;3062
69;3063
69;3064
69;3065
69;3066
69;3067
69;3068
69;3069
69;3071
69;3072
69;3073
69;3075
69;3076
69;3077
69;3078
69;3079
69;3081
69;3082
69;3083
69;3084
69;3085
69;3086
69;3087
69;3088
69;3089
69;3090
69;3092
69;3093
69;3094
69;3095
69;3096
69;3097
69;3098
69;3099
69;3100
69;3101
69;3102
69;3103
69;3104
69;3105
69;3106
69;3107
69;3109
69;3110
69;3111
69;3112
69;3113
69;3114
69;3115
69;3116
69;3117
69;3118
69;3119
69;3120
69;3121
69;3122
69;3123
69;3124
69;3125
69;3126
69;3127
69;3128
69;3129
69;3130
69;3131
69;3132
69;3133
69;3134
69;3135
69;3136
69;3137
69;3138
69;3139
69;3140
69;3141
69;3142
69;3143
69;3144
69;3145
69;3146
69;3147
69;3148
69;3150
69;3151
69;3152
69;3153
69;3154
69;3155
69;3156
69;3157
69;3158
69;3159
69;3160
69;3161
69;3162
69;3163
69;3164
69;3165
69;3166
69;3167
69;3168
69;3169
69;3170
69;3171
69;3172
69;3173
69;3174
69;3175
69;3176
69;3177
69;3178
69;3179
69;3180
69;3181
69;3182
69;3183
69;3184
69;3185
69;3186
69;3187
69;3188
69;3189
69;3190
69;3191
69;3192
69;3193
69;3194
69;3195
69;3196
69;3197
69;3198
69;3199
69;3200
69;3201
69;3202
69;3203
69;3204
69;3205
69;3206
69;3207
69;3208
69;3209
69;3210
69;3211
69;3212
69;3213
69;3214
69;3215
69;3216
69;3217
69;3218
69;3219
69;3220
69;3221
69;3222
69;3223
69;3224
69;3225
69;3226
69;3227
69;3228
69;3229
69;3230
69;3231
69;3232
69;3233
69;3234
69;3235
69;3236
69;3237
69;3238
69;3239
69;3240
69;3241
69;3242
69;3243
69;3244
69;3245
69;3246
69;3247
69;3248
69;3249
69;3250
69;3251
69;3252
69;3253
69;3254
69;3256
69;3257
69;3258
69;3259
69;3260
69;3261
69;3262
69;3263
69;3264
69;3265
69;3266
69;3267
69;3268
69;3270
69;3274
69;3275
69;3276
69;3277
69;3278
69;3279
69;3280
69;3281
69;3282
69;3283
69;3284
69;3285
69;3286
69;3287
69;3288
69;3289
69;3290
69;3291
69;3292
69;3293
69;3294
69;3295
69;3296
69;3297
69;3298
69;3299
69;3300
69;3301
69;3302
69;4304
69;4511
69;4582
71;3351
71;3352
71;3353
71;3354
71;3355
71;3356
71;3357
71;3358
71;3359
71;3360
71;3361
71;3362
71;3363
71;3364
71;3365
71;3366
71;3367
71;3368
71;3369
71;3370
71;3371
71;3372
71;3373
71;3374
71;3375
71;3376
71;3377
71;3378
71;3379
71;3380
71;3381
71;3382
71;3383
71;3384
71;3385
71;3386
71;3387
71;3388
71;3389
71;3390
71;3391
71;3392
71;3393
71;3394
71;3395
71;3396
71;3397
71;3398
71;3399
71;3400
71;3401
71;3402
71;3403
71;3404
71;3405
71;3406
71;3407
71;3408
71;3409
71;3410
71;3412
71;3413
71;3414
71;3415
71;3416
71;3417
71;3418
71;3419
71;3420
71;3421
71;3422
71;3423
71;3425
71;3426
71;3427
71;3428
71;3429
71;3430
71;3431
71;3432
71;3433
71;3434
71;3435
71;3436
71;3437
71;3438
71;3439
71;3440
71;3441
72;4011
72;4112
73;4411
74;4723
74;7032
74;7033
75;5309
76;3501
76;3502
76;3503
76;3504
76;3505
76;3506
76;3507
76;3508
76;3509
76;3510
76;3511
76;3512
76;3513
76;3514
76;3515
76;3516
76;3517
76;3518
76;3519
76;3520
76;3521
76;3522
76;3523
76;3524
76;3525
76;3526
76;3527
76;3528
76;3529
76;3530
76;3531
76;3532
76;3533
76;3534
76;3535
76;3536
76;3537
76;3538
76;3539
76;3540
76;3541
76;3542
76;3543
76;3544
76;3545
76;3546
76;3547
76;3548
76;3549
76;3550
76;3551
76;3552
76;3553
76;3554
76;3555
76;3556
76;3557
76;3558
76;3559
76;3560
76;3561
76;3562
76;3563
76;3564
76;3565
76;3566
76;3567
76;3568
76;3569
76;3570
76;3571
76;3572
76;3573
76;3574
76;3575
76;3576
76;3577
76;3578
76;3579
76;3580
76;3581
76;3582
76;3583
76;3584
76;3585
76;3586
76;3587
76;3588
76;3589
76;3590
76;3591
76;3592
76;3593
76;3594
76;3595
76;3596
76;3597
76;3598
76;3599
76;3600
76;3601
76;3602
76;3603
76;3604
76;3605
76;3606
76;3607
76;3608
76;3609
76;3610
76;3611
76;3612
76;3613
76;3614
76;3615
76;3616
76;3617
76;3618
76;3619
76;3620
76;3621
76;3622
76;3623
76;3624
76;3625
76;3626
76;3627
76;3628
76;3629
76;3630
76;3631
76;3632
76;3633
76;3634
76;3635
76;3636
76;3637
76;3638
76;3639
76;3640
76;3641
76;3642
76;3643
76;3644
76;3645
76;3646
76;3647
76;3648
76;3649
76;3650
76;3651
76;3652
76;3653
76;3654
76;3655
76;3656
76;3657
76;3658
76;3659
76;3660
76;3661
76;3662
76;3663
76;3664
76;3665
76;3666
76;3667
76;3668
76;3669
76;3670
76;3671
76;3672
76;3673
76;3674
76;3675
76;3676
76;3677
76;3678
76;3679
76;3680
76;3681
76;3682
76;3683
76;3684
76;3685
76;3686
76;3687
76;3688
76;3689
76;3690
76;3691
76;3692
76;3693
76;3694
76;3695
76;3696
76;3697
76;3698
76;3699
76;3700
76;3701
76;3702
76;3703
76;3704
76;3705
76;3706
76;3707
76;3708
76;3709
76;3710
76;3711
76;3712
76;3713
76;3714
76;3715
76;3716
76;3717
76;3718
76;3719
76;3720
76;3721
76;3722
76;3723
76;3724
76;3725
76;3726
76;3727
76;3728
76;3729
76;3730
76;3731
76;3732
76;3733
76;3734
76;3735
76;3736
76;3737
76;3738
76;3739
76;3740
76;3741
76;3742
76;3743
76;3744
76;3745
76;3746
76;3747
76;3748
76;3749
76;3750
76;3751
76;3752
76;3753
76;3754
76;3755
76;3756
76;3757
76;3758
76;3759
76;3760
76;3761
76;3762
76;3763
76;3764
76;3765
76;3766
76;3767
76;3768
76;3769
76;3770
76;3771
76;3772
76;3773
76;3774
76;3775
76;3776
76;3777
76;3778
76;3779
76;3780
76;3781
76;3782
76;3783
76;3784
76;3785
76;3786
76;3787
76;3788
76;3789
76;3790
76;3791
76;3792
76;3793
76;3794
76;3795
76;3796
76;3797
76;3798
76;3799
76;3800
76;3801
76;3802
76;3803
76;3804
76;3805
76;3806
76;3807
76;3808
76;3809
76;3810
76;3811
76;3812
76;3813
76;3814
76;3815
76;3816
76;3817
76;3818
76;3819
76;3820
76;3821
76;3822
76;3823
76;3824
76;3825
76;3826
76;3827
76;3832
76;3833
76;3834
76;3835
76;3836
76;3837
76;3838
76;4722
76;7011
77;4111
77;4131
77;4457
77;4468
77;4789
77;5013
77;5561
77;5592
77;5598
77;5599
77;7523
78;4121
79;7512
80;5531
80;5571
80;7549
80;5532
80;5533
80;7531
80;7534
80;7535
80;7538
80;7542
81;5172
81;5541
81;5542
81;5983
82;5122
82;5912
83;7230
83;7297
83;7298
84;5977
85;780
85;1520
85;1711
85;1731
85;1740
85;1750
85;1761
85;1771
85;5021
85;5039
85;5046
85;5065
85;5072
85;5074
85;5085
85;5198
85;5200
85;5211
85;5231
85;5251
85;5261
85;5415
85;5712
85;5713
85;5714
85;5718
85;5719
85;7622
85;7623
85;7629
85;7641
85;7692
85;7699
86;5995
87;5932
87;5937
87;5970
87;5971
87;5972
87;5973
88;2741
88;5111
88;5192
88;5942
88;5994
89;7829
89;7832
89;7841
90;7911
90;7922
90;7929
90;7932
90;7933
90;7992
90;7996
90;7998
90;7999
90;8664
91;5816
91;5968
91;7993
91;7994
92;7991
93;7941
93;7997
94;5975
94;8041
94;8044
95;5976
95;8011
95;8031
95;8042
95;8043
95;8049
95;8050
95;8062
95;8099
96;8021
96;8071
97;5733
97;5735
98;5297
98;5298
98;5300
98;5411
98;5412
98;5422
98;5441
98;5451
98;5462
98;5499
98;5715
99;5099
99;5131
99;5310
99;5311
99;5331
99;5734
99;5942
99;5943
99;5945
99;5948
99;5978
100;5722
100;5732
100;5946
101;5811
101;5812
101;5813
102;5814
103;4813
103;4816
103;4821
103;4899
103;7372
103;7375
104;7216
105;5045
105;7332
105;7333
105;7338
105;7339
105;7395
106;5947
107;5193
107;5992
108;5655
108;5940
108;5941
109;5137
109;5139
109;5611
109;5621
109;5631
109;5641
109;5651
109;5661
109;5681
109;5691
109;5697
109;5698
109;5699
109;5931
109;5944
109;5949
109;5950
109;7631
111;4900
